,,comp_name,"Cryptoxanthin, beta",Sucrose,Glucose (dextrose),Fructose,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,4:0,6:0,8:0,"20:2 n-6 c,c","18:2 n-6 c,c","18:3 n-3 c,c,c (ALA)",Vitamin E (alpha-tocopherol),"Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, gamma",Thiamin,Niacin,Vitamin B-6,"Choline, total",Betaine,Stigmasterol,Beta-sitosterol,Daidzein,Genistein,Glycitein,(+)-Catechin,(-)-Epicatechin,Apigenin,Luteolin
"Broccoli, flower clusters, raw",Vegetables and Vegetable Products,,0,0,0,0,0.029,0.091,0.109,0.131,0.141,0.034,0.02,0.084,0.063,0.128,0.145,0.05,0.118,0.213,0.375,0.095,0.114,0.1,0,0,0,0,0,0,0,0,0,0,0,6.50E-05,0.000638,0.000159,0,0,0,0,0,0,0,0,0,0,0
"Queen Anne's Lace, leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126,0.0341
"Cabbage, chinese (pe-tsai), raw",Vegetables and Vegetable Products,,0,0,0,0,0.012,0.039,0.068,0.07,0.071,0.007,0.013,0.035,0.023,0.053,0.067,0.021,0.069,0.086,0.288,0.035,0.025,0.038,0,0,0,0,0,0,0,0.00012,0,0,0,4.00E-05,0.0004,0.000232,0.0076,0.0003,0,0,0,0,0,0,0,1.00E-05,2.00E-05
"Cabbage, Chinese, choi-sum, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,2.00E-05
"Cabbage, chinese (pak-choi), raw",Vegetables and Vegetable Products,,0,0,0,0,0.015,0.049,0.085,0.088,0.089,0.009,0.017,0.044,0.029,0.066,0.084,0.026,0.086,0.108,0.36,0.043,0.031,0.048,0,0,0,0,0,0,0,9.00E-05,0,0,0,4.00E-05,0.0005,0.000194,0.0064,0.0003,0,0,0,0,0,0,0,0.00024,9.00E-05
"Coriander (cilantro) leaves, raw",Vegetables and Vegetable Products,,0.000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,6.70E-05,0.001114,0.000149,0.0128,0,0.003,0.002,0,0,0,0.00048,0,0,0
"Succotash, (corn and limas), raw",Vegetables and Vegetable Products,,0,0,0,0,0.056,0.209,0.284,0.443,0.295,0.068,0.055,0.243,0.171,0.306,0.294,0.16,0.277,0.489,0.758,0.2,0.196,0.29,0,0,0,0,0,0,0,0,0,0,0,0.000208,0.001587,0.00013,0,0,0,0,0,0,0,0,0,0,0
"Salsify, (vegetable oyster), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-05,0.0005,0.000277,0,0,0,0,0,0,0,0,0,0,0
"Peas, mature seeds, sprouted, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0.186,0.171,0.365,0.384,0.069,0.155,0.251,0.127,0.22,0.484,0.167,0.245,0.656,1.017,0.208,0.277,0.299,0,0,0,0,0,0,0,0,0,0,0,0.000225,0.003088,0.000265,0,0,0,0,0,0,0,0,0,0,0
"Artichokes, (globe or french), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0,7.20E-05,0.001046,0.000116,0.0344,0.0002,0,0,0,0,0,0,0,0.00748,0.0023
"Potatoes, red, flesh and skin, raw",Vegetables and Vegetable Products,,0,0.29,0.4,0.31,0.019,0.062,0.061,0.09,0.098,0.029,0.022,0.075,0.044,0.095,0.093,0.032,0.058,0.442,0.323,0.052,0.058,0.069,0,0,0,0,0,0,0,1.00E-05,0,0,0,8.10E-05,0.001149,0.00017,0.0164,0.0002,0,0,0,0,0,0,0,0,0
"Squash, summer, all varieties, raw",Vegetables and Vegetable Products,,0,0.03,0.75,0.95,0.011,0.028,0.042,0.069,0.065,0.017,0.012,0.041,0.031,0.053,0.05,0.025,0.062,0.144,0.126,0.044,0.037,0.048,0,0,0,0,0,0,0,0.00012,0,0,0,4.80E-05,0.000487,0.000218,0.0067,0,0,0,0,0,0,0,0,0,0.00104
"Squash, winter, all varieties, raw",Vegetables and Vegetable Products,,0,0,0,0,0.021,0.043,0.057,0.082,0.053,0.018,0.013,0.057,0.049,0.062,0.081,0.027,0.061,0.156,0.254,0.053,0.052,0.057,0,0,0,0,0,0,0,0.00012,0,0,0,3.00E-05,0.0005,0.000156,0.01,0,0,0,0,0,0,0,0,0,0.00199
"Gourd, dishcloth (towelgourd), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,5.00E-05,0.0004,4.30E-05,0,0,0,0,0,0,0,0,0,0,1.00E-05
"Cowpeas, young pods with seeds, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049,0,0,0,0.00015,0.0012,0.000173,0.022,0,0,0,0,0,0,0,0,0,0
"Swamp cabbage, (skunk cabbage), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0.14,0.104,0.146,0.109,0.044,0.028,0.127,0.08,0.135,0.148,0.047,0.109,0.65,0.252,0.099,0.088,0.122,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0.0009,9.60E-05,0,0,0,0,0,0,0,0,0,0,0
"Mustard spinach, (tendergreen), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80E-05,0.000678,0.000153,0,0,0,0,0,0,0,0,0,0,0
"Potatoes, white, flesh and skin, raw",Vegetables and Vegetable Products,,0,0.28,0.53,0.34,0.017,0.055,0.054,0.08,0.087,0.026,0.02,0.066,0.039,0.084,0.082,0.028,0.051,0.391,0.286,0.046,0.051,0.061,0,0,0,0,0,0,0,1.00E-05,0,0,0,7.10E-05,0.001066,0.000203,0.011,0.0002,0,0,0,0,0,0,0,0,0
"Potatoes, russet, flesh and skin, raw",Vegetables and Vegetable Products,,0,0.13,0.25,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,8.20E-05,0.001035,0.000345,0.0126,0.0002,0,0,0,0,0,0,0,0,0
"Waterchestnuts, chinese, (matai), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0.00014,0.001,0.000328,0.0362,0,0,0,0,0,0,0,0,0,0
"Gourd, white-flowered (calabash), raw",Vegetables and Vegetable Products,,0,0,0,0,0.003,0.018,0.033,0.036,0.021,0.004,0,0.015,0,0.027,0.014,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90E-05,0.00032,4.00E-05,0,0,0,0,0,0,0,0,0,0,0
"Soybeans, mature seeds, sprouted, raw",Vegetables and Vegetable Products,,0,0,0,0,0.159,0.503,0.58,0.938,0.752,0.138,0.157,0.641,0.477,0.62,0.905,0.348,0.549,1.774,1.966,0.503,0.674,0.651,0,0,0,0,0,0,0,0,0,0,0,0.00034,0.001148,0.000176,0,0,0,0,0.012862698,0.018765063,0.002876939,0,0,0,0
"Balsam-pear (bitter gourd), pods, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0.0004,4.30E-05,0,0,0,0,0,0,0,0,0,0,0
"Chard, swiss, red and white stems, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0
"Mung beans, mature seeds, sprouted, raw",Vegetables and Vegetable Products,,6.00E-06,0,0,0,0.037,0.078,0.132,0.175,0.166,0.034,0.017,0.117,0.052,0.13,0.197,0.07,0.099,0.479,0.161,0.063,0,0.033,0,0,0,0,0,0,0,0.0001,0,0,0,8.40E-05,0.000749,8.80E-05,0.0144,0,0,0,6.27E-05,8.45E-05,0,0,0,0,0
"Beans, navy, mature seeds, sprouted, raw",Vegetables and Vegetable Products,,0,0,0,0,0.064,0.258,0.273,0.442,0.35,0.064,0.07,0.31,0.212,0.316,0.335,0.172,0.255,0.799,0.75,0.212,0.248,0.329,0,0,0,0,0,0,0,0,0,0,0,0.00039,0.00122,0.000191,0,0,0,0,0,0,0,0,0,0,0
"Leeks, (bulb and lower leaf-portion), raw",Vegetables and Vegetable Products,,0,0,0,0,0.012,0.063,0.052,0.096,0.078,0.018,0.025,0.055,0.041,0.056,0.078,0.025,0.074,0.14,0.226,0.069,0.066,0.092,0,0,0,0,0,0,0,0.00092,0,0,0,6.00E-05,0.0004,0.000233,0.0095,0,0,0,0,0,0,0,0,0,0
"Waxgourd, (chinese preserving melon), raw",Vegetables and Vegetable Products,,0,0,0,0,0.002,0,0,0,0.009,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0.0004,3.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Beans, pinto, mature seeds, sprouted, raw",Vegetables and Vegetable Products,,0,0,0,0,0.055,0.22,0.233,0.377,0.299,0.055,0.06,0.265,0.181,0.27,0.286,0.147,0.218,0.682,0.64,0.181,0.212,0.281,0,0,0,0,0,0,0,0,0,0,0,0.00023,0.00228,0.000171,0,0,0,0,0,0,0,0,0,0,0
"Beans, kidney, mature seeds, sprouted, raw",Vegetables and Vegetable Products,,0,0,0,0,0.044,0.176,0.186,0.302,0.239,0.044,0.048,0.212,0.144,0.216,0.228,0.118,0.174,0.546,0.512,0.144,0.169,0.224,0,0,0,0,0,0,0,0,0,0,0,0.00037,0.00292,8.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Broccoli, green sprouting (calabrese), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Balsam-pear (bitter gourd), leafy tips, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181,0.00111,0.000803,0,0,0,0,0,0,0,0,0,0,0
"Squash, summer, zucchini, includes skin, raw",Vegetables and Vegetable Products,,0,0.05,1.07,1.38,0.01,0.029,0.044,0.071,0.067,0.018,0.012,0.043,0.032,0.054,0.051,0.026,0.063,0.147,0.129,0.046,0.037,0.049,0,0,0,0,0,0.03,0.061,0.00012,0,0,0,4.50E-05,0.000451,0.000163,0.0095,0,0,0,0,0,0,0,0,0,0.00101
"Squash, summer, crookneck and straightneck, raw",Vegetables and Vegetable Products,,0,0.06,1.23,1.59,0.008,0.023,0.034,0.055,0.052,0.014,0.01,0.033,0.025,0.042,0.04,0.02,0.049,0.115,0.101,0.035,0.029,0.038,0,0,0,0,0,0.039,0.043,0.00013,0,0,0,5.10E-05,0.000448,0.000104,0.0071,0,0,0,0,0,0,0,0,0,0
"Lettuce, iceberg (includes crisphead types), raw",Vegetables and Vegetable Products,,0,0.05,0.91,1,0.009,0.025,0.018,0.025,0.024,0.005,0.005,0.023,0.007,0.024,0.015,0.009,0.025,0.125,0.194,0.015,0.01,0.025,0,0,0,0,0,0,0,0.00018,0,1.00E-05,0,4.10E-05,0.000123,4.20E-05,0.0067,0.0001,0,0,0,0,0,0,0,0.00013,3.00E-05
"Onions, spring or scallions (includes tops and bulb), raw",Vegetables and Vegetable Products,,0,0,0,0,0.02,0.072,0.077,0.109,0.091,0.02,0,0.059,0.053,0.081,0.132,0.032,0.082,0.169,0.378,0.091,0.121,0.082,0,0,0,0,0,0,0,0.00055,0,0,0,5.50E-05,0.000525,6.10E-05,0.0057,0,0,0,0,0,0,0,0,0,0
"Cabbage, common (danish, domestic, and pointed types), stored, raw",Vegetables and Vegetable Products,,0,0,0,0,0.012,0.042,0.061,0.063,0.057,0.012,0.01,0.039,0.021,0.052,0.069,0.025,0.042,0.119,0.27,0.027,0.238,0.071,0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0.0003,9.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",Vegetables and Vegetable Products,,0,0,0,0,0.012,0.042,0.061,0.063,0.057,0.012,0.01,0.039,0.021,0.052,0.069,0.025,0.042,0.119,0.27,0.027,0.238,0.071,0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0.0003,9.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Beans, snap, green, frozen, all styles, unprepared",Vegetables and Vegetable Products,,0,0.25,0.92,1.04,0.019,0.079,0.066,0.111,0.087,0.022,0.018,0.066,0.042,0.089,0.073,0.034,0.083,0.253,0.186,0.065,0.067,0.099,0,0,0,0,0,0,0,0.00042,0,0,0,9.80E-05,0.000496,4.40E-05,0,0,0,0,0,1.00E-05,0,0,0,0,0
"Broccoli, frozen, chopped, unprepared",Vegetables and Vegetable Products,,1.00E-06,0,0.75,0.83,0.029,0.091,0.109,0.131,0.141,0.034,0.02,0.085,0.063,0.128,0.146,0.05,0.118,0.214,0.377,0.095,0.115,0.1,0,0,0,0,0,0,0,0.00122,0,0,0,5.30E-05,0.00047,0.00013,0.0149,0,0,0,0,0,0,0,0,0,0.00064
"Broccoli, frozen, spears, unprepared",Vegetables and Vegetable Products,,1.00E-06,0,0,0,0.032,0.099,0.119,0.143,0.154,0.037,0.022,0.092,0.069,0.14,0.159,0.054,0.129,0.233,0.411,0.104,0.125,0.109,0,0,0,0,0,0,0,0.00135,0,0,0,7.20E-05,0.000462,0.000175,0,0,0,0,0,0,0,0,0,0,0
"Cabbage, kimchi",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,1.00E-05,0.0011,0.000213,0.0155,0,0,0,0,0,0,0,0,0,0
"Carrots, frozen, unprepared",Vegetables and Vegetable Products,,0,4.05,0.4,0.31,0.011,0.04,0.043,0.045,0.042,0.007,0.009,0.034,0.021,0.046,0.045,0.017,0.062,0.144,0.212,0.031,0.03,0.036,0,0,0,0,0,0,0,0.00057,0,0,0,4.40E-05,0.000464,9.50E-05,0.0075,0.0003,0,0,0,0,0,0,0,0,0.0001
"Cauliflower, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.026,0.073,0.077,0.118,0.108,0.028,0.023,0.072,0.044,0.101,0.097,0.041,0.106,0.236,0.268,0.065,0.087,0.105,0,0,0,0,0,0,0,7.00E-05,0,0,0,5.10E-05,0.000429,0.000123,0.0419,0,0,0,0,0,0,0,0,3.00E-05,0.00029
"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",Vegetables and Vegetable Products,,0.00012,1.65,0.38,0.3,0.027,0.088,0.092,0.363,0.274,0.067,0.045,0.135,0.113,0.137,0.122,0.079,0.236,0.205,0.577,0.106,0.366,0.162,0,0,0,0,0,0,0,8.00E-05,0,0,0,8.30E-05,0.001739,0.000168,0.024,0,0,0,0,0,0,0,0,0,0
"Corn, sweet, yellow, frozen, kernels on cob, unprepared",Vegetables and Vegetable Products,,0.000149,2.41,0.59,0.56,0.023,0.132,0.132,0.354,0.139,0.068,0.027,0.152,0.125,0.188,0.133,0.09,0.3,0.248,0.647,0.129,0.297,0.156,0,0,0,0,0,0,0,9.00E-05,0,0,0,0.000103,0.001681,0.000179,0,0,0,0,0,0,0,0,0,0,0
"Edamame, frozen, prepared",Vegetables and Vegetable Products,,8.00E-06,1.12,0,0.12,0.126,0.331,0.3,0.745,0.745,0.141,0.124,0.488,0.336,0.324,0.724,0.267,0.446,1.348,2.02,0.434,0.686,0.665,0,0,0,0,0.002,1.789,0.358,0.00068,0.00357,2.00E-05,0,0.0002,0.000915,0.0001,0.0563,0.0045,0,0,0,0,0,0,0,0,0
"Okra, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.014,0.055,0.058,0.089,0.068,0.018,0.016,0.055,0.073,0.077,0.071,0.026,0.061,0.122,0.228,0.037,0.038,0.037,0,0,0,0,0,0,0,0.00033,0,0,0,8.90E-05,0.000708,4.20E-05,0.0114,0,0,0,0,0,0,0,0,0.00089,0.00246
"Onions, frozen, whole, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.013,0.022,0.032,0.031,0.043,0.007,0.016,0.023,0.022,0.021,0.12,0.015,0.025,0.049,0.144,0.037,0.028,0.026,0,0,0,0,0,0,0,2.00E-05,0,0,0,2.60E-05,0.000175,9.30E-05,0.0055,0,0,0,0,0,0,0,0,1.00E-05,2.00E-05
"Onions, young green, tops only",Vegetables and Vegetable Products,,0,0.16,1.64,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.021,0.00021,0,0,0,3.00E-05,0.00033,8.80E-05,0.0043,0,0,0,0,0,0,0,0,1.00E-05,2.00E-05
"Parsley, fresh",Vegetables and Vegetable Products,,0,0,0,0,0.045,0.122,0.118,0.204,0.181,0.042,0.014,0.145,0.082,0.172,0.122,0.061,0.195,0.294,0.249,0.145,0.213,0.136,0,0,0,0,0,0,0,0.00075,0,0,0,8.60E-05,0.001313,9.00E-05,0.0128,0,0,0,0,0,0,0,0,0.21546,0.00109
"Peas, green, frozen, unprepared",Vegetables and Vegetable Products,,0,4.6,0.08,0.25,0.036,0.195,0.187,0.311,0.305,0.079,0.031,0.192,0.109,0.226,0.412,0.102,0.231,0.476,0.712,0.177,0.167,0.174,0,0,0,0,0,0,0,2.00E-05,1.00E-05,0,0,0.000259,0.001723,8.30E-05,0.027,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,0,0
"Peppers, sweet, green, sauteed",Vegetables and Vegetable Products,,1.70E-05,0,1.09,1.08,0.011,0.033,0.022,0.033,0.036,0.007,0.011,0.084,0.011,0.033,0.024,0.009,0.033,0.189,0.176,0.027,0.022,0.049,0,0,0,0,0,0,0,0.0014,0.0023,0,0,4.20E-05,0.000582,0.000196,0.0048,0.0001,0,0,0,0,0,0,0,0,0
"Potato puffs, frozen, unprepared",Vegetables and Vegetable Products,,0,0.13,0.16,0,0.018,0.079,0.082,0.144,0.127,0.031,0.035,0.093,0.071,0.116,0.122,0.043,0.09,0.353,0.305,0.078,0.085,0.096,0,0,0,0,0.004,2.836,0.219,0.00011,0,0,0,0.000184,0.001815,0.000194,0.0249,0,0,0,0,0,0,0,0,0,0
"Potatoes, frozen, whole, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.037,0.086,0.097,0.143,0.144,0.038,0.03,0.106,0.088,0.134,0.109,0.052,0.073,0.581,0.399,0.071,0.086,0.103,0,0,0,0,0,0,0,1.00E-05,0,0,0,0.000154,0.00168,0.000256,0.0122,0,0,0,0,0,0,0,0,0,0
"Spinach, frozen, chopped or leaf, unprepared",Vegetables and Vegetable Products,,0,0.24,0.24,0.18,0.1,0.217,0.126,0.202,0.251,0.052,0.029,0.207,0.215,0.178,0.481,0.049,0.218,0.429,0.508,0.221,0.198,0.17,0,0,0,0,0,0,0,0.0029,0,0,0,9.40E-05,0.000507,0.000172,0.0221,0.1174,0,0,0,0,0,0.00061,0,0,0
"Squash, summer, zucchini, includes skin, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.01,0.028,0.042,0.068,0.064,0.017,0.012,0.041,0.031,0.052,0.049,0.025,0.061,0.141,0.124,0.044,0.036,0.047,0,0,0,0,0,0,0,0.00012,0,0,0,4.80E-05,0.000433,5.00E-05,0,0,0,0,0,0,0,0,0,0,0
"Beans, snap, yellow, frozen, all styles, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.019,0.079,0.066,0.111,0.087,0.022,0.018,0.066,0.042,0.089,0.073,0.034,0.083,0.253,0.186,0.065,0.067,0.099,0,0,0,0,0,0,0,5.00E-05,0,0,0,9.90E-05,0.000499,4.20E-05,0.0159,0,0,0,0,0,0,0,0,0,0
"Corn, sweet, white, frozen, kernels cut off cob, unprepared",Vegetables and Vegetable Products,,0,8.5,0.35,0.2,0.021,0.121,0.121,0.326,0.128,0.063,0.025,0.141,0.115,0.173,0.123,0.083,0.276,0.229,0.596,0.119,0.274,0.143,0,0,0,0,0,0,0,0,0,0,0,8.30E-05,0.001726,0.000178,0,0,0,0,0,0,0,0,0,0,0
"Corn, sweet, white, frozen, kernels on cob, unprepared",Vegetables and Vegetable Products,,1.00E-06,0,0,0,0.023,0.132,0.132,0.354,0.139,0.068,0.027,0.152,0.125,0.188,0.133,0.09,0.3,0.248,0.647,0.129,0.297,0.156,0,0,0,0,0,0,0,0,0,0,0,0.000103,0.001681,0.000179,0,0,0,0,0,0,0,0,0,0,0
"Peppers, sweet, red, frozen, chopped, unprepared",Vegetables and Vegetable Products,,0.00038,0,0,0,0.014,0.04,0.035,0.056,0.048,0.013,0.021,0.033,0.022,0.045,0.052,0.022,0.044,0.154,0.142,0.04,0.047,0.043,0,0,0,0,0,0,0,0.00123,0,0,0,6.90E-05,0.00137,0.000137,0.0043,0,0,0,0,0,0,0,0,0,0.00047
"Peppers, sweet, red, sauteed",Vegetables and Vegetable Products,,7.70E-05,0.06,1.91,2.31,0.012,0.042,0.022,0.037,0.037,0.006,0.02,0.053,0.01,0.032,0.037,0.017,0.027,0.298,0.221,0.03,0.025,0.052,0,0,0,0,0,0,0,0.00309,0.00235,0,0,5.60E-05,0.000954,0.000364,0.0061,0.0001,0,0,0,0,0,0,0,0,0
"Pickles, cucumber, dill or kosher dill",Vegetables and Vegetable Products,,3.00E-05,0,0.52,0.55,0.005,0.017,0.019,0.026,0.026,0.005,0.004,0.017,0.01,0.02,0.04,0.009,0.021,0.037,0.177,0.022,0.014,0.018,0,0,0,0,0,0,0,3.00E-05,0,0,0,4.50E-05,0.000109,3.50E-05,0.0034,0,0,0,0,0,0,0,0,0,0
"Pickles, cucumber, sour",Vegetables and Vegetable Products,,4.70E-05,0,0,0,0.003,0.009,0.01,0.014,0.014,0.003,0.002,0.009,0.006,0.011,0.021,0.005,0.011,0.02,0.095,0.012,0.008,0.01,0,0,0,0,0,0,0,9.00E-05,0,0,0,0,0,9.00E-06,0.0036,0,0,0,0,0,0,0,0,0,0
"Pickle relish, sweet",Vegetables and Vegetable Products,,0.000296,0,0,0,0.004,0.011,0.012,0.017,0.016,0.004,0.003,0.011,0.007,0.013,0.023,0.006,0.013,0.022,0.093,0.014,0.012,0.011,0,0,0,0,0,0,0,0.00058,0,0,0,0,0.000233,1.50E-05,0.0049,0.0004,0,0,0,0,0,0,0,0,1.00E-05
"Pickles, cucumber, sour, low sodium",Vegetables and Vegetable Products,,4.70E-05,0,0,0,0.003,0.009,0.01,0.014,0.014,0.003,0.002,0.009,0.006,0.011,0.021,0.005,0.011,0.02,0.095,0.012,0.008,0.01,0,0,0,0,0,0,0,9.00E-05,0,0,0,0,0,9.00E-06,0.0036,0,0,0,0,0,0,0,0,0,0
"Pickles, cucumber, dill, reduced sodium",Vegetables and Vegetable Products,,3.00E-05,0,0.52,0.55,0.005,0.017,0.019,0.026,0.026,0.005,0.004,0.017,0.01,0.02,0.04,0.009,0.021,0.037,0.177,0.022,0.014,0.018,0,0,0,0,0,0,0,3.00E-05,0,0,0,4.50E-05,0.000109,3.50E-05,0.0034,0,0,0,0,0,0,0,0,0,0
"Pickles, chowchow, with cauliflower onion mustard, sweet",Vegetables and Vegetable Products,,2.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,1.00E-05,0.004,0,0,0,0,0,0,0,0,0.00011,0.0003
"Radishes, hawaiian style, pickled",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.00031,0.0001,0.0116,0,0,0,0,0,0,0,0,0,0
"Cabbage, japanese style, fresh, pickled",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0.00018,0.0001,0.0235,0.0003,0,0,0,0,0,0,0,1.00E-05,2.00E-05
"Eggplant, pickled",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0,0,0,5.00E-05,0.00066,0.00014,0.0119,0,0,0,0,0,0,0,0,0,0
"Edamame, frozen, unprepared",Vegetables and Vegetable Products,,0,1.13,0,0.21,0.119,0.312,0.283,0.702,0.702,0.133,0.117,0.46,0.317,0.305,0.682,0.252,0.421,1.27,1.903,0.409,0.647,0.627,0,0,0,0,0,0,0,0.00072,0.00304,0,0,0.00015,0.000925,0.000135,0.056,0.0007,0,0,0,0,0,0,0,0,0
"Onions, yellow, sauteed",Vegetables and Vegetable Products,,0,0.81,2.1,1.48,0.014,0.02,0.014,0.024,0.038,0.002,0.004,0.024,0.014,0.02,0.102,0.014,0.02,0.089,0.251,0.024,0.012,0.02,0,0,0,0,0,0,0,0.00068,0.00157,3.00E-05,0,4.90E-05,3.70E-05,0.000207,0.0065,0.0001,0,0,0,0,0,0,0,0,0
"Asparagus, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.031,0.09,0.119,0.14,0.153,0.031,0.038,0.076,0.051,0.124,0.151,0.05,0.152,0.374,0.528,0.105,0.171,0.123,0,0,0,0,0,0,0,0,0,0,0,0.000121,0.001202,0.000111,0,0,0,0,0,0,0,0,0,0,0
"Brussels sprouts, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.042,0.135,0.148,0.17,0.172,0.036,0.024,0.11,0,0.173,0.227,0.085,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.000105,0.000638,0.000202,0,0,0,0,0,0,0,0,0,0,0
"Collards, frozen, chopped, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.035,0.095,0.109,0.167,0.128,0.037,0.027,0.096,0.073,0.131,0.138,0.051,0.116,0.206,0.225,0.103,0.115,0.087,0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0.000641,0.000115,0,0,0,0,0,0,0,0,0,0,0
"Kale, frozen, unprepared",Vegetables and Vegetable Products,,0,0,0,0,0.032,0.119,0.159,0.186,0.159,0.026,0.035,0.136,0.094,0.145,0.148,0.056,0.134,0.238,0.301,0.128,0.158,0.112,0,0,0,0,0,0,0,0,0,0,0,5.60E-05,0.000698,9.00E-05,0,0,0,0,0,0,0,0,0,0,0
